상호명,상가업소번호,지점명,건물명,경도,위도
완산골명가,12123403,세종종합청사점,세종한신휴시티,127.2586084,36.51429742
완성당,21790830,,,127.3012626,36.60181036
왔다떡방,15776099,,도램마을14단지,127.2664883,36.51099361
왕가네,15989699,,,127.2814341,36.46661825
왕갈비탕,23308592,,,127.267613,36.65326517
왕갈비탕왕십리곱창,25871552,,,127.267613,36.65326517
왕대구뽈탕,8466102,,장군해장국,127.2147091,36.49329755
왕뚜껑삼겹살,25709440,,,127.2934804,36.60456723
왕부자,16240972,,새뜸마을5단지,127.2523942,36.48364422
왕사부,16423958,,디펠리체,127.2587739,36.49108305
왕손짜장,9069328,,,127.3494,36.53557324
왕수학교실,24189742,,,127.2912916,36.60313033
왕순이주먹밥김밥,16232038,,한솔빌딩,127.2537315,36.48034511
왕순희갈비김치찌개,12625334,,,127.2364944,36.50147781
왕순희생갈비김치찌개,16117721,,,127.2364499,36.5014595
왕실부페,22934926,,무지개하우스,127.299641,36.59696136
왕실족발,17040655,,새뜸마을4단지,127.2458824,36.48649617
왕십리야채곱창,11766845,,,127.2210331,36.4993321
왕십리제일곱창,17085391,,퍼스트원,127.2602441,36.48906442
왕언니,11910258,,재동아파트,127.2069545,36.67983141
왕의물버거,16715927,,,127.2055646,36.67790261
왕의물카페,12448426,,전의시장고객편의시설,127.2058796,36.67773349
왕장유통,12273385,,,127.2984718,36.60018081
왕천파닭,8483464,,,127.2996844,36.60080977
왕천파닭,12640836,첫마을점,첫마을4단지,127.2509113,36.48001201
왕천파닭,17073340,보람점,세종시드니,127.2902351,36.47790919
왕천파닭다정점,16658632,,리치타워,127.2493811,36.4940344
왕초왕족발보쌈,20601234,,,127.2938405,36.59203358
왕후,23707146,,,127.3015115,36.60147837
외출준비중,24983426,,우방유쉘아파트,127.295727,36.59351371
요거베리,20407202,조치원점,,127.286018,36.61744603
요거프레소,12215080,세종해피라움점,해피라움2,127.2494765,36.51190617
요거프레소세종에비뉴힐점,12633872,세종에비뉴힐점,에비뉴힐,127.2626266,36.49557697
요거프레소홍대조치원점,11737251,홍대조치원점,드림원,127.2859634,36.61851814
요곡건강원,20135406,,,127.1443102,36.71317408
요리도리,12625391,,메디케어,127.2496483,36.50451726
요리요,17180376,,,127.2950229,36.59719549
요술가위미용실,15775267,,서창연립,127.2900581,36.60965673
요술공주,22948068,,,127.2995799,36.60124174
요이텐,16729766,,호려울마을7단지근린생활시설,127.2864139,36.47720147
욜로피씨,16523356,,골드타워,127.2893531,36.477949
용가든,22971264,,,127.270368,36.65999599
용가리상사,16662517,,고향마을B,127.2763673,36.55428526
용골농장건강원,12681010,,,127.2187479,36.49346826
용구비어,23508952,,,127.2914909,36.60455542
용궁속으로,11804958,,,127.2935633,36.59424891
용댕이매운탕,7562603,,,127.355275,36.52068093
용뎅이,12058274,,,127.355275,36.52068093
용두동할매쭈꾸미,15776649,,가락마을10단지,127.228068,36.51481567
용문각,25877878,,,127.3423322,36.53804888
용범이네인계동껍데기세종나성점,16319686,,메가타워1,127.2578501,36.48964436
용봉파불고기,20408770,,,127.2929969,36.60487979
용암매운탕,12222813,,,127.229361,36.60389951
용우동,8837119,,,127.2985253,36.60291178
용이네돈까스&나니네탕수육,17229267,,새샘마을2단지,127.3005811,36.48149407
용인대MTA태권도,16228303,,가락마을15단지,127.2371917,36.51573953
용인대SK태권도,16258689,,행운빌딩,127.2503427,36.48574922
용인대대덕태권도,11809067,,우빈가온,127.2601496,36.48256603
용인대대덕태권도,16495344,,지엘플렉스1,127.3014758,36.48501408
용인대대덕태권도&유,5526323,,,127.2432539,36.57421271
용인대대덕태권도&유소년스포츠,24782747,,조치원청소년수련원,127.2498407,36.55859133
용인대새봄태권도,16253395,,행운빌딩,127.2503427,36.48574922
용인대석사태권도장,24806347,,,127.2943357,36.59534395
용인대석사태권짐,15568804,,"세석빌딩,세종중앙농협아름지점",127.249864,36.51224206
용인대성민태권도,16253358,,세종영광프라자,127.2510038,36.48663657
용인대액티브태권도센터,11890166,,한솔빌딩,127.2537315,36.48034511
용인대제일태권도장,24607414,,,127.2046481,36.68215912
용인댁토종순대,16976439,,,127.2799962,36.46283344
용천수산,16755637,,,127.2339532,36.45346247
용팔이다방,25575832,,,127.2052777,36.67860363
용포가공소,22946293,,,127.2824604,36.46663343
용포떡집,12011015,,,127.2824604,36.46663343
용포수퍼,12013192,,,127.2815311,36.46819598
용호식당,20368224,,,127.2788454,36.56409644
우가양평해장국,16149860,,,127.2243595,36.5038148
우거지장어탕,16741525,,우빈가온,127.2600488,36.48260145
우돈가왕갈비탕순대국,23304072,,,127.2915286,36.60898958
우동의진수,12075403,,우빈가온,127.2601496,36.48256603
우두머리갈비탕,23369539,,,127.2224809,36.49966599
우럭한마리,16107709,,영토빌딩,127.2431775,36.5110012
우리,4431412,,,127.3468476,36.56020758
우리곱,17261183,,금남프라자,127.2900202,36.47822334
우리관광카오디오,24426039,,,127.1837726,36.52700259
우리기업,23559999,,,127.2807639,36.46307239
우리꼼장어,15778744,,엘스빌딩,127.2492161,36.51228304
우리네코다리,16486840,,,127.2628264,36.4827358
우리농원,24297804,,,127.2678294,36.57835853
우리동네미미네,8820642,세종점,세종홈플러스,127.2588522,36.50746771
우리동네불철주야,23494287,,,127.2912916,36.60313033
우리동네전집,16953205,,네이버타워,127.288245,36.47708624
우리동네휘트니스,16153833,,금남프라자,127.2900202,36.47822334
우리들,16126534,,노블비즈니스타운,127.2568221,36.49210731
우리들식당,20559879,,우리들마트,127.2888642,36.60819867
우리들의공간커피&펍,17199578,,,127.2335144,36.53652499
우리들피아노,20814688,,첫마을5단지,127.2490499,36.47515174
우리문구,12019465,,,127.2054041,36.67937048
우리민속촌,22860477,,,127.2973555,36.59756073
우리밀만두,8877052,,한솔퍼스티움,127.2551667,36.47964211
우리밀생면예산국수,17046636,아름점,,127.2431178,36.51255092
우리밀생면예산국수,16040085,,사이언스타운,127.2994024,36.48474057
우리방앗간,23249929,,,127.3011024,36.59973665
우리분식,20127607,,,127.2976846,36.61057609
우리세종공인중개사사무소,14135830,,,127.3022431,36.60214955
우리순대,12311822,,,127.2984718,36.60018081
우리순대,20135183,,,127.3008624,36.60033004
우리식당,20153254,,,127.2887008,36.47361924
우리식당,4921476,,,127.2831225,36.56306782
우리식당,20529442,,,127.2871345,36.56048737
우리쌀,12480428,,,127.2775496,36.5772733
우리아이첫영어교실,16446349,,호려울마을10단지,127.2956662,36.48199688
우리전력기술,10537990,,,127.2820163,36.46760409
우리집,23205026,,,127.2091831,36.44176527
우리집닭발,17007797,,세종메디컬센터,127.2772323,36.47211739
우리집닭발새롬,17037499,본점,세움빌딩,127.2507852,36.48500399
우리집도시락,17171387,,,127.256488,36.48851837
우리집손맛,17137782,,,127.3002339,36.59690176
우리집진수성찬,16253943,,펠리체타워1,127.2772216,36.47327089
우리청과,24878483,,번암주공아파트,127.2935987,36.58668798
우리축산,12253796,,,127.2984718,36.60018081
우리태권도,24875358,,,127.1565116,36.719245
우리홈패션,24647514,,,127.2818048,36.4663411
우린어패럴,16612646,,호려울마을7단지근린생활시설,127.2864139,36.47720147
우림,11975324,,,127.206767,36.49828282
우림공인중개사사무소,17266252,,해피라움7,127.2584589,36.5159277
우림전기조명,7154757,,,127.2980261,36.59633003
우림창호,24199142,,,127.3578636,36.5506244
우마이,16578153,,메디케어빌딩,127.2496483,36.50451726
우마이라무,15984833,세종점,스타타워,127.2577565,36.49009439
우반인테리어,16715892,,첫마을6단지,127.2546661,36.47481744
우방세탁소,23319541,,우방유쉘아파트,127.295727,36.59351371
우석전기,23564503,,,127.2808248,36.46492928
우성볼링센타,24439719,,,127.3032853,36.59811824
우성프로숍,24450900,,,127.3032853,36.59811824
우송종합관리,16523795,,,127.3017642,36.60195749
우신인테리어,16215117,,세영빌C,127.2259011,36.49921959
우아한셰프들,16966681,,새샘마을3단지,127.2960514,36.48506332
우아한파스타,16678860,,도램마을11단지,127.2607075,36.51311183
우암국수,8885812,,,127.3016186,36.59951437
우와도어커튼,16246380,,다정센타프라자,127.2485063,36.49562406
우원디엔씨,10969695,,세종메디피아,127.2620271,36.47993707
우이동족발,23165357,,,127.2916079,36.60398836
우이동족발&순대국,25239479,,,127.2897265,36.60680695
우일광고,22022448,,,127.279244,36.55966489
우정세탁,16723429,,가온마을4단지,127.2487168,36.49231791
우정식물나라,11792715,,첫마을4단지,127.2509113,36.48001201
우정여관,15782603,,,127.297081,36.60194799
우정크리닝,23478583,,,127.3003897,36.6019224
우정회관,22966173,,,127.2804058,36.46197975
우주네일헤드,25859700,,,127.196425,36.70360623
우주라이크,17065476,중앙점,명품프라자,127.2400704,36.51135996
우주라이크커피,17053320,세종청사점,SR파크시티,127.2557866,36.49300208
우주라이크커피,17133882,보람점,골드타워,127.2893531,36.477949
우주식당,20637492,,,127.2957864,36.59681248
우주초밥,17181534,,해들마을6단지상가동,127.2770901,36.47421638
우주커피,16341963,,세종일번가,127.2706026,36.50442191
우지,17146833,,아마존타워,127.2753246,36.47446703
우진공인중개사사무소010-9817-3757,16436481,,스타힐타워Ⅱ,127.2897603,36.47857327
우창해물찜,17240480,,,127.2978874,36.5993032
우체국떡볶이,14254584,,,127.2986667,36.60211054
우체국상회,6705183,,,127.2823635,36.46625434
우탐,12627296,,JJ빌딩,127.2358907,36.50042854
우희재세종관,17068259,,마들렌,127.2572148,36.48955029
욱일공인중개사,25644360,,욱일아파트,127.2941772,36.60292216
욱일노래방,23487748,,,127.292189,36.60521745
욱일당구클럽,6737821,,,127.292391,36.6039119
욱일미용실,16398504,,욱일아파트,127.2941772,36.60292216
욱일분식,20126114,,욱일아파트,127.2941772,36.60292216
욱일세차장,13507382,,,127.2917153,36.603241
욱일세탁편의점,23008143,,욱일아파트,127.2941772,36.60292216
욱일스넥코너,20141177,,욱일아파트,127.2941772,36.60292216
욱일이용원,22857758,,욱일아파트,127.2941772,36.60292216
운당골산장가든,13648440,,,127.1489979,36.69814894
운명수선공운디이름연구소,16755642,,새뜸마을7단지,127.2484722,36.48760298
운산공인중개사사무소,11804923,,,127.2907466,36.59550288
운산공인중개사사무소,17266229,,,127.2957245,36.59747901
운주골정육점,12023471,,,127.2044061,36.6795801
운주길보리밥,23349262,,,127.2045333,36.67918443
운주버섯,6978448,,전동면사무소,127.2637278,36.65604394
운주산산양삼판매점,25730170,,,127.2341864,36.66298612
운주산오리집,11816537,,,127.2318173,36.66950452
운주산한우가든,23339046,,,127.2170939,36.66963394
운주산한우정육점,8899781,,,127.2170939,36.66963394
운주식당,22969740,,,127.2318173,36.66950452
울보떡볶이,17252741,,가락마을1단지,127.2327889,36.50481558
울산만두,12252928,,,127.2984718,36.60018081
울엄마바지락칼국수,16283249,,금강노을,127.2846114,36.4790472
울투라커피컴퍼니,16713521,반곡점,비오케이아트센터,127.3032626,36.4923695
울투라커피컴퍼니,16976995,세종점,세종비지니스센터,127.2649144,36.49561813
웃쏘,14057059,,,127.2932537,36.60491736
웃어라청춘,15953992,,라온프라이빗시티Ⅰ,127.2587842,36.51342434
웃음가든,16428677,,,127.2198291,36.50028854
웅이네오돌뼈,17129873,,한스웰시티,127.2583228,36.48571798
웅진북클럽,16256970,,새롬빌딩,127.2503174,36.48606449
웅진씽크빅,20729427,,첫마을2단지,127.2606235,36.48084763
웅진이엔지,16240987,,노블비즈니스타운,127.2568221,36.49210731
워낭2013별관,17103222,,세종일번가,127.2706027,36.5044129
워낭2013시청,16485141,스카이점,스마트허브Ⅲ,127.2889121,36.47736058
워너비박스,16145095,세종시청점,아평빌딩,127.2883823,36.47671755
워너핏점핑다이어트,17087071,,펠리체타워3,127.3011148,36.48544456
워시엔조이셀프빨래방,16154017,조치원점,토드하우스,127.2898927,36.59965236
워시콩,17099232,,,127.2872853,36.61701203
워싱고릴라,16288892,,,127.2873531,36.47089851
워터코디,16498637,,새샘마을3단지,127.2962274,36.48410906
원광산업농기계푸라우,11804106,,,127.2503438,36.66365667
원광상회,21990585,,,127.3003753,36.60104814
원더커피,16996179,,리베라아이누리,127.2588378,36.48437836
원동떡집,25810689,,,127.2993773,36.60016811
원동먹걸;,12307172,,,127.2984718,36.60018081
원두막,20354074,,,127.2393339,36.6070547
원두막청과,25008653,,,127.2974019,36.59738076
원레스토랑,22900111,,,127.3006961,36.60265417
원마루분식,22891834,,,127.2908338,36.60918371
원산장,8765106,,,127.1569075,36.71886931
원석탑식당,22872136,,,127.3017961,36.59593762
원세종식당,16030117,,,127.3349331,36.49697524
원셀프안경콘택트,16749190,정부청사점,중앙타운,127.2624501,36.5083011
원스타헤어샵,23133760,,,127.2970539,36.59384598
원에어컨디셔너,16362239,,조치원신흥E-편한세상아파트,127.2866271,36.59379304
원영카페,11972265,,,127.3006434,36.60353705
원예농약사,7976937,,,127.3005001,36.59959793
원이네순대국밥,16110359,,해피라움5,127.2580659,36.51381641
원조감자탕,16243158,,펠리체타워1,127.2772216,36.47327089
원조감자탕,16208842,,,127.3428155,36.53768204
원조닭발,22860471,,,127.2994055,36.59580643
원조멍텅구리도시락,12544217,,,127.2994749,36.60297144
원조부산할매낙지&활화산퓨전호프,12477109,,어진프라자,127.2628717,36.50740249
원조부안집세종나성점,16636231,,제이빌딩,127.258194,36.49103438
원조북어찜,17057517,,,127.3269011,36.55570774
원조생선구이,12141070,,세종마치,127.2715536,36.5041934
원조소머리국밥,12341671,,,127.3005889,36.59842688
